,sales,date,region
28843,1629.0,2018-03-28,west
28868,1722.0,2018-03-29,north
28869,1557.0,2018-03-29,south
28870,1686.0,2018-03-29,east
28871,1779.0,2018-03-29,west
28896,1734.0,2018-03-30,north
28897,1776.0,2018-03-30,south
28898,1554.0,2018-03-30,east
28899,1725.0,2018-03-30,west
28924,1617.0,2018-03-31,north
28925,1635.0,2018-03-31,south
28926,1605.0,2018-03-31,east
28927,1785.0,2018-03-31,west
28952,1761.0,2018-04-01,north
28953,1530.0,2018-04-01,south
28954,1710.0,2018-04-01,east
28955,1506.0,2018-04-01,west
28980,1509.0,2018-04-02,north
28981,1797.0,2018-04-02,south
28982,1662.0,2018-04-02,east
28983,1530.0,2018-04-02,west
29008,1767.0,2018-04-03,north
29009,1767.0,2018-04-03,south
29010,1614.0,2018-04-03,east
29011,1533.0,2018-04-03,west
29036,1767.0,2018-04-04,north
29037,1761.0,2018-04-04,south
29038,1566.0,2018-04-04,east
29039,1623.0,2018-04-04,west
29064,1506.0,2018-04-05,north
29065,1512.0,2018-04-05,south
29066,1692.0,2018-04-05,east
29067,1749.0,2018-04-05,west
29092,1701.0,2018-04-06,north
29093,1752.0,2018-04-06,south
29094,1632.0,2018-04-06,east
29095,1515.0,2018-04-06,west
29120,1725.0,2018-04-07,north
29121,1611.0,2018-04-07,south
29122,1788.0,2018-04-07,east
29123,1617.0,2018-04-07,west
29148,1656.0,2018-04-08,north
29149,1674.0,2018-04-08,south
29150,1557.0,2018-04-08,east
29151,1701.0,2018-04-08,west
29176,1686.0,2018-04-09,north
29177,1782.0,2018-04-09,south
29178,1641.0,2018-04-09,east
29179,1557.0,2018-04-09,west
29204,1686.0,2018-04-10,north
29205,1527.0,2018-04-10,south
29206,1698.0,2018-04-10,east
29207,1728.0,2018-04-10,west
29232,1671.0,2018-04-11,north
29233,1527.0,2018-04-11,south
29234,1581.0,2018-04-11,east
29235,1764.0,2018-04-11,west
29260,1653.0,2018-04-12,north
29261,1626.0,2018-04-12,south
29262,1782.0,2018-04-12,east
29263,1749.0,2018-04-12,west
29288,1539.0,2018-04-13,north
29289,1752.0,2018-04-13,south
29290,1674.0,2018-04-13,east
29291,1749.0,2018-04-13,west
29316,1569.0,2018-04-14,north
29317,1794.0,2018-04-14,south
29318,1674.0,2018-04-14,east
29319,1638.0,2018-04-14,west
29344,1515.0,2018-04-15,north
29345,1527.0,2018-04-15,south
29346,1602.0,2018-04-15,east
29347,1653.0,2018-04-15,west
29372,1602.0,2018-04-16,north
29373,1707.0,2018-04-16,south
29374,1548.0,2018-04-16,east
29375,1527.0,2018-04-16,west
29400,1599.0,2018-04-17,north
29401,1728.0,2018-04-17,south
29402,1704.0,2018-04-17,east
29403,1539.0,2018-04-17,west
29428,1545.0,2018-04-18,north
29429,1797.0,2018-04-18,south
29430,1515.0,2018-04-18,east
29431,1719.0,2018-04-18,west
29456,1713.0,2018-04-19,north
29457,1674.0,2018-04-19,south
29458,1767.0,2018-04-19,east
29459,1767.0,2018-04-19,west
29484,1668.0,2018-04-20,north
29485,1620.0,2018-04-20,south
29486,1677.0,2018-04-20,east
29487,1509.0,2018-04-20,west
29512,1683.0,2018-04-21,north
29513,1743.0,2018-04-21,south
29514,1644.0,2018-04-21,east
29515,1578.0,2018-04-21,west
29540,1572.0,2018-04-22,north
29541,1545.0,2018-04-22,south
29542,1557.0,2018-04-22,east
29543,1626.0,2018-04-22,west
29568,1710.0,2018-04-23,north
29569,1659.0,2018-04-23,south
29570,1665.0,2018-04-23,east
29571,1521.0,2018-04-23,west
29596,1503.0,2018-04-24,north
29597,1650.0,2018-04-24,south
29598,1689.0,2018-04-24,east
29599,1743.0,2018-04-24,west
29624,1623.0,2018-04-25,north
29625,1503.0,2018-04-25,south
29626,1758.0,2018-04-25,east
29627,1557.0,2018-04-25,west
29652,1713.0,2018-04-26,north
29653,1734.0,2018-04-26,south
29654,1740.0,2018-04-26,east
29655,1563.0,2018-04-26,west
29680,1716.0,2018-04-27,north
29681,1791.0,2018-04-27,south
29682,1674.0,2018-04-27,east
29683,1716.0,2018-04-27,west
29708,1632.0,2018-04-28,north
29709,1641.0,2018-04-28,south
29710,1584.0,2018-04-28,east
29711,1590.0,2018-04-28,west
29736,1713.0,2018-04-29,north
29737,1593.0,2018-04-29,south
29738,1740.0,2018-04-29,east
29739,1638.0,2018-04-29,west
29764,1653.0,2018-04-30,north
29765,1590.0,2018-04-30,south
29766,1593.0,2018-04-30,east
29767,1602.0,2018-04-30,west
29792,1785.0,2018-05-01,north
29793,1764.0,2018-05-01,south
29794,1506.0,2018-05-01,east
29795,1536.0,2018-05-01,west
29820,1623.0,2018-05-02,north
29821,1674.0,2018-05-02,south
29822,1791.0,2018-05-02,east
29823,1653.0,2018-05-02,west
29848,1785.0,2018-05-03,north
29849,1569.0,2018-05-03,south
29850,1500.0,2018-05-03,east
29851,1770.0,2018-05-03,west
29876,1653.0,2018-05-04,north
29877,1590.0,2018-05-04,south
29878,1671.0,2018-05-04,east
29879,1629.0,2018-05-04,west
29904,1578.0,2018-05-05,north
29905,1665.0,2018-05-05,south
29906,1575.0,2018-05-05,east
29907,1587.0,2018-05-05,west
29932,1674.0,2018-05-06,north
29933,1785.0,2018-05-06,south
29934,1719.0,2018-05-06,east
29935,1617.0,2018-05-06,west
29960,1794.0,2018-05-07,north
29961,1563.0,2018-05-07,south
29962,1728.0,2018-05-07,east
29963,1740.0,2018-05-07,west
29988,1617.0,2018-05-08,north
29989,1650.0,2018-05-08,south
29990,1728.0,2018-05-08,east
29991,1635.0,2018-05-08,west
30016,1584.0,2018-05-09,north
30017,1647.0,2018-05-09,south
30018,1551.0,2018-05-09,east
30019,1512.0,2018-05-09,west
30044,1737.0,2018-05-10,north
30045,1551.0,2018-05-10,south
30046,1515.0,2018-05-10,east
30047,1716.0,2018-05-10,west
30072,1746.0,2018-05-11,north
30073,1677.0,2018-05-11,south
30074,1584.0,2018-05-11,east
30075,1617.0,2018-05-11,west
30100,1743.0,2018-05-12,north
30101,1533.0,2018-05-12,south
30102,1521.0,2018-05-12,east
30103,1578.0,2018-05-12,west
30128,1545.0,2018-05-13,north
30129,1713.0,2018-05-13,south
30130,1665.0,2018-05-13,east
30131,1644.0,2018-05-13,west
30156,1776.0,2018-05-14,north
30157,1560.0,2018-05-14,south
30158,1644.0,2018-05-14,east
30159,1503.0,2018-05-14,west
30184,1800.0,2018-05-15,north
30185,1758.0,2018-05-15,south
30186,1701.0,2018-05-15,east
30187,1671.0,2018-05-15,west
30212,1593.0,2018-05-16,north
30213,1617.0,2018-05-16,south
30214,1626.0,2018-05-16,east
30215,1629.0,2018-05-16,west
30240,1728.0,2018-05-17,north
30241,1506.0,2018-05-17,south
30242,1590.0,2018-05-17,east
30243,1626.0,2018-05-17,west
30268,1782.0,2018-05-18,north
30269,1572.0,2018-05-18,south
30270,1539.0,2018-05-18,east
30271,1509.0,2018-05-18,west
30296,1788.0,2018-05-19,north
30297,1713.0,2018-05-19,south
30298,1626.0,2018-05-19,east
30299,1629.0,2018-05-19,west
30324,1548.0,2018-05-20,north
30325,1716.0,2018-05-20,south
30326,1752.0,2018-05-20,east
30327,1638.0,2018-05-20,west
30352,1575.0,2018-05-21,north
30353,1671.0,2018-05-21,south
30354,1626.0,2018-05-21,east
30355,1572.0,2018-05-21,west
30380,1572.0,2018-05-22,north
30381,1569.0,2018-05-22,south
30382,1581.0,2018-05-22,east
30383,1521.0,2018-05-22,west
30408,1641.0,2018-05-23,north
30409,1692.0,2018-05-23,south
30410,1713.0,2018-05-23,east
30411,1563.0,2018-05-23,west
30436,1524.0,2018-05-24,north
30437,1533.0,2018-05-24,south
30438,1695.0,2018-05-24,east
30439,1533.0,2018-05-24,west
30464,1599.0,2018-05-25,north
30465,1665.0,2018-05-25,south
30466,1713.0,2018-05-25,east
30467,1644.0,2018-05-25,west
30492,1776.0,2018-05-26,north
30493,1530.0,2018-05-26,south
30494,1650.0,2018-05-26,east
30495,1512.0,2018-05-26,west
30520,1629.0,2018-05-27,north
30521,1707.0,2018-05-27,south
30522,1521.0,2018-05-27,east
30523,1761.0,2018-05-27,west
30548,1755.0,2018-05-28,north
30549,1659.0,2018-05-28,south
30550,1800.0,2018-05-28,east
30551,1539.0,2018-05-28,west
30576,1713.0,2018-05-29,north
30577,1752.0,2018-05-29,south
30578,1629.0,2018-05-29,east
30579,1635.0,2018-05-29,west
30604,1674.0,2018-05-30,north
30605,1701.0,2018-05-30,south
30606,1614.0,2018-05-30,east
30607,1794.0,2018-05-30,west
30632,1725.0,2018-05-31,north
30633,1659.0,2018-05-31,south
30634,1536.0,2018-05-31,east
30635,1620.0,2018-05-31,west
30660,1794.0,2018-06-01,north
30661,1623.0,2018-06-01,south
30662,1665.0,2018-06-01,east
30663,1671.0,2018-06-01,west
30688,1752.0,2018-06-02,north
30689,1707.0,2018-06-02,south
30690,1797.0,2018-06-02,east
30691,1668.0,2018-06-02,west
30716,1596.0,2018-06-03,north
30717,1503.0,2018-06-03,south
30718,1578.0,2018-06-03,east
30719,1680.0,2018-06-03,west
30744,1608.0,2018-06-04,north
30745,1683.0,2018-06-04,south
30746,1572.0,2018-06-04,east
30747,1656.0,2018-06-04,west
30772,1713.0,2018-06-05,north
30773,1698.0,2018-06-05,south
30774,1557.0,2018-06-05,east
30775,1782.0,2018-06-05,west
30800,1695.0,2018-06-06,north
30801,1680.0,2018-06-06,south
30802,1761.0,2018-06-06,east
30803,1659.0,2018-06-06,west
30828,1518.0,2018-06-07,north
30829,1572.0,2018-06-07,south
30830,1785.0,2018-06-07,east
30831,1557.0,2018-06-07,west
30856,1719.0,2018-06-08,north
30857,1677.0,2018-06-08,south
30858,1695.0,2018-06-08,east
30859,1602.0,2018-06-08,west
30884,1782.0,2018-06-09,north
30885,1773.0,2018-06-09,south
30886,1656.0,2018-06-09,east
30887,1665.0,2018-06-09,west
30912,1578.0,2018-06-10,north
30913,1641.0,2018-06-10,south
30914,1737.0,2018-06-10,east
30915,1557.0,2018-06-10,west
30940,1788.0,2018-06-11,north
30941,1677.0,2018-06-11,south
30942,1698.0,2018-06-11,east
30943,1728.0,2018-06-11,west
30968,1776.0,2018-06-12,north
30969,1551.0,2018-06-12,south
30970,1548.0,2018-06-12,east
30971,1542.0,2018-06-12,west
30996,1683.0,2018-06-13,north
30997,1683.0,2018-06-13,south
30998,1572.0,2018-06-13,east
30999,1683.0,2018-06-13,west
31024,1761.0,2018-06-14,north
31025,1668.0,2018-06-14,south
31026,1599.0,2018-06-14,east
31027,1593.0,2018-06-14,west
31052,1623.0,2018-06-15,north
31053,1737.0,2018-06-15,south
31054,1593.0,2018-06-15,east
31055,1788.0,2018-06-15,west
31080,1659.0,2018-06-16,north
31081,1641.0,2018-06-16,south
31082,1575.0,2018-06-16,east
31083,1611.0,2018-06-16,west
31108,1599.0,2018-06-17,north
31109,1530.0,2018-06-17,south
31110,1608.0,2018-06-17,east
31111,1626.0,2018-06-17,west
31136,1530.0,2018-06-18,north
31137,1707.0,2018-06-18,south
31138,1611.0,2018-06-18,east
31139,1635.0,2018-06-18,west
31164,1593.0,2018-06-19,north
31165,1749.0,2018-06-19,south
31166,1623.0,2018-06-19,east
31167,1608.0,2018-06-19,west
31192,1665.0,2018-06-20,north
31193,1659.0,2018-06-20,south
31194,1734.0,2018-06-20,east
31195,1557.0,2018-06-20,west
31220,1797.0,2018-06-21,north
31221,1587.0,2018-06-21,south
31222,1557.0,2018-06-21,east
31223,1542.0,2018-06-21,west
31248,1743.0,2018-06-22,north
31249,1797.0,2018-06-22,south
31250,1686.0,2018-06-22,east
31251,1683.0,2018-06-22,west
31276,1791.0,2018-06-23,north
31277,1554.0,2018-06-23,south
31278,1695.0,2018-06-23,east
31279,1566.0,2018-06-23,west
31304,1563.0,2018-06-24,north
31305,1623.0,2018-06-24,south
31306,1530.0,2018-06-24,east
31307,1662.0,2018-06-24,west
31332,1650.0,2018-06-25,north
31333,1602.0,2018-06-25,south
31334,1548.0,2018-06-25,east
31335,1623.0,2018-06-25,west
31360,1728.0,2018-06-26,north
31361,1533.0,2018-06-26,south
31362,1503.0,2018-06-26,east
31363,1629.0,2018-06-26,west
31388,1581.0,2018-06-27,north
31389,1659.0,2018-06-27,south
31390,1707.0,2018-06-27,east
31391,1665.0,2018-06-27,west
31416,1563.0,2018-06-28,north
31417,1638.0,2018-06-28,south
31418,1692.0,2018-06-28,east
31419,1503.0,2018-06-28,west
31444,1686.0,2018-06-29,north
31445,1764.0,2018-06-29,south
31446,1629.0,2018-06-29,east
31447,1779.0,2018-06-29,west
31472,1554.0,2018-06-30,north
31473,1653.0,2018-06-30,south
31474,1515.0,2018-06-30,east
31475,1557.0,2018-06-30,west
31500,1746.0,2018-07-01,north
31501,1671.0,2018-07-01,south
31502,1716.0,2018-07-01,east
31503,1554.0,2018-07-01,west
31528,1695.0,2018-07-02,north
31529,1611.0,2018-07-02,south
31530,1680.0,2018-07-02,east
31531,1671.0,2018-07-02,west
31556,1644.0,2018-07-03,north
31557,1638.0,2018-07-03,south
31558,1623.0,2018-07-03,east
31559,1515.0,2018-07-03,west
31584,1743.0,2018-07-04,north
31585,1587.0,2018-07-04,south
31586,1764.0,2018-07-04,east
31587,1572.0,2018-07-04,west
31612,1752.0,2018-07-05,north
31613,1647.0,2018-07-05,south
31614,1575.0,2018-07-05,east
31615,1500.0,2018-07-05,west
31640,1743.0,2018-07-06,north
31641,1566.0,2018-07-06,south
31642,1758.0,2018-07-06,east
31643,1689.0,2018-07-06,west
31668,1776.0,2018-07-07,north
31669,1770.0,2018-07-07,south
31670,1695.0,2018-07-07,east
31671,1566.0,2018-07-07,west
31696,1623.0,2018-07-08,north
31697,1776.0,2018-07-08,south
31698,1515.0,2018-07-08,east
31699,1761.0,2018-07-08,west
31724,1623.0,2018-07-09,north
31725,1788.0,2018-07-09,south
31726,1542.0,2018-07-09,east
31727,1515.0,2018-07-09,west
31752,1794.0,2018-07-10,north
31753,1794.0,2018-07-10,south
31754,1755.0,2018-07-10,east
31755,1761.0,2018-07-10,west
31780,1605.0,2018-07-11,north
31781,1569.0,2018-07-11,south
31782,1638.0,2018-07-11,east
31783,1677.0,2018-07-11,west
31808,1593.0,2018-07-12,north
31809,1500.0,2018-07-12,south
31810,1539.0,2018-07-12,east
31811,1719.0,2018-07-12,west
31836,1749.0,2018-07-13,north
31837,1596.0,2018-07-13,south
31838,1680.0,2018-07-13,east
31839,1509.0,2018-07-13,west
31864,1500.0,2018-07-14,north
31865,1653.0,2018-07-14,south
31866,1620.0,2018-07-14,east
31867,1575.0,2018-07-14,west
31892,1737.0,2018-07-15,north
31893,1713.0,2018-07-15,south
31894,1698.0,2018-07-15,east
31895,1539.0,2018-07-15,west
31920,1773.0,2018-07-16,north
31921,1707.0,2018-07-16,south
31922,1554.0,2018-07-16,east
31923,1515.0,2018-07-16,west
31948,1551.0,2018-07-17,north
31949,1566.0,2018-07-17,south
31950,1788.0,2018-07-17,east
31951,1614.0,2018-07-17,west
31976,1704.0,2018-07-18,north
31977,1656.0,2018-07-18,south
31978,1530.0,2018-07-18,east
31979,1659.0,2018-07-18,west
32004,1620.0,2018-07-19,north
32005,1725.0,2018-07-19,south
32006,1704.0,2018-07-19,east
32007,1527.0,2018-07-19,west
32032,1731.0,2018-07-20,north
32033,1761.0,2018-07-20,south
32034,1644.0,2018-07-20,east
32035,1653.0,2018-07-20,west
32060,1725.0,2018-07-21,north
32061,1698.0,2018-07-21,south
32062,1662.0,2018-07-21,east
32063,1656.0,2018-07-21,west
32088,1608.0,2018-07-22,north
32089,1773.0,2018-07-22,south
32090,1659.0,2018-07-22,east
32091,1647.0,2018-07-22,west
32116,1638.0,2018-07-23,north
32117,1623.0,2018-07-23,south
32118,1719.0,2018-07-23,east
32119,1629.0,2018-07-23,west
32144,1701.0,2018-07-24,north
32145,1725.0,2018-07-24,south
32146,1752.0,2018-07-24,east
32147,1557.0,2018-07-24,west
32172,1500.0,2018-07-25,north
32173,1707.0,2018-07-25,south
32174,1533.0,2018-07-25,east
32175,1737.0,2018-07-25,west
32200,1605.0,2018-07-26,north
32201,1767.0,2018-07-26,south
32202,1551.0,2018-07-26,east
32203,1521.0,2018-07-26,west
32228,1659.0,2018-07-27,north
32229,1611.0,2018-07-27,south
32230,1695.0,2018-07-27,east
32231,1632.0,2018-07-27,west
32256,1515.0,2018-07-28,north
32257,1584.0,2018-07-28,south
32258,1596.0,2018-07-28,east
32259,1743.0,2018-07-28,west
32284,1791.0,2018-07-29,north
32285,1599.0,2018-07-29,south
32286,1749.0,2018-07-29,east
32287,1755.0,2018-07-29,west
32312,1755.0,2018-07-30,north
32313,1662.0,2018-07-30,south
32314,1509.0,2018-07-30,east
32315,1776.0,2018-07-30,west
32340,1695.0,2018-07-31,north
32341,1707.0,2018-07-31,south
32342,1548.0,2018-07-31,east
32343,1578.0,2018-07-31,west
32368,1563.0,2018-08-01,north
32369,1674.0,2018-08-01,south
32370,1554.0,2018-08-01,east
32371,1665.0,2018-08-01,west
32396,1527.0,2018-08-02,north
32397,1617.0,2018-08-02,south
32398,1548.0,2018-08-02,east
32399,1671.0,2018-08-02,west
32424,1668.0,2018-08-03,north
32425,1671.0,2018-08-03,south
32426,1719.0,2018-08-03,east
32427,1668.0,2018-08-03,west
32452,1536.0,2018-08-04,north
32453,1734.0,2018-08-04,south
32454,1743.0,2018-08-04,east
32455,1776.0,2018-08-04,west
32480,1650.0,2018-08-05,north
32481,1599.0,2018-08-05,south
32482,1614.0,2018-08-05,east
32483,1773.0,2018-08-05,west
32508,1611.0,2018-08-06,north
32509,1605.0,2018-08-06,south
32510,1554.0,2018-08-06,east
32511,1788.0,2018-08-06,west
32536,1566.0,2018-08-07,north
32537,1560.0,2018-08-07,south
32538,1551.0,2018-08-07,east
32539,1626.0,2018-08-07,west
32564,1665.0,2018-08-08,north
32565,1539.0,2018-08-08,south
32566,1506.0,2018-08-08,east
32567,1617.0,2018-08-08,west
32592,1797.0,2018-08-09,north
32593,1794.0,2018-08-09,south
32594,1620.0,2018-08-09,east
32595,1683.0,2018-08-09,west
32620,1620.0,2018-08-10,north
32621,1554.0,2018-08-10,south
32622,1701.0,2018-08-10,east
32623,1785.0,2018-08-10,west
32648,1689.0,2018-08-11,north
32649,1650.0,2018-08-11,south
32650,1533.0,2018-08-11,east
32651,1587.0,2018-08-11,west
32676,1509.0,2018-08-12,north
32677,1743.0,2018-08-12,south
32678,1719.0,2018-08-12,east
32679,1743.0,2018-08-12,west
32704,1701.0,2018-08-13,north
32705,1629.0,2018-08-13,south
32706,1638.0,2018-08-13,east
32707,1611.0,2018-08-13,west
32732,1623.0,2018-08-14,north
32733,1635.0,2018-08-14,south
32734,1716.0,2018-08-14,east
32735,1707.0,2018-08-14,west
32760,1602.0,2018-08-15,north
32761,1542.0,2018-08-15,south
32762,1800.0,2018-08-15,east
32763,1734.0,2018-08-15,west
32788,1788.0,2018-08-16,north
32789,1614.0,2018-08-16,south
32790,1743.0,2018-08-16,east
32791,1770.0,2018-08-16,west
32816,1776.0,2018-08-17,north
32817,1713.0,2018-08-17,south
32818,1623.0,2018-08-17,east
32819,1752.0,2018-08-17,west
32844,1527.0,2018-08-18,north
32845,1776.0,2018-08-18,south
32846,1689.0,2018-08-18,east
32847,1713.0,2018-08-18,west
32872,1509.0,2018-08-19,north
32873,1575.0,2018-08-19,south
32874,1701.0,2018-08-19,east
32875,1575.0,2018-08-19,west
32900,1581.0,2018-08-20,north
32901,1779.0,2018-08-20,south
32902,1662.0,2018-08-20,east
32903,1506.0,2018-08-20,west
32928,1794.0,2018-08-21,north
32929,1659.0,2018-08-21,south
32930,1644.0,2018-08-21,east
32931,1707.0,2018-08-21,west
32956,1704.0,2018-08-22,north
32957,1500.0,2018-08-22,south
32958,1539.0,2018-08-22,east
32959,1800.0,2018-08-22,west
32984,1557.0,2018-08-23,north
32985,1554.0,2018-08-23,south
32986,1788.0,2018-08-23,east
32987,1563.0,2018-08-23,west
33012,1548.0,2018-08-24,north
33013,1560.0,2018-08-24,south
33014,1734.0,2018-08-24,east
33015,1644.0,2018-08-24,west
33040,1629.0,2018-08-25,north
33041,1677.0,2018-08-25,south
33042,1764.0,2018-08-25,east
33043,1515.0,2018-08-25,west
33068,1542.0,2018-08-26,north
33069,1545.0,2018-08-26,south
33070,1668.0,2018-08-26,east
33071,1584.0,2018-08-26,west
33096,1605.0,2018-08-27,north
33097,1740.0,2018-08-27,south
33098,1602.0,2018-08-27,east
33099,1509.0,2018-08-27,west
33124,1566.0,2018-08-28,north
33125,1680.0,2018-08-28,south
33126,1656.0,2018-08-28,east
33127,1722.0,2018-08-28,west
33152,1662.0,2018-08-29,north
33153,1794.0,2018-08-29,south
33154,1734.0,2018-08-29,east
33155,1647.0,2018-08-29,west
33180,1635.0,2018-08-30,north
33181,1743.0,2018-08-30,south
33182,1665.0,2018-08-30,east
33183,1770.0,2018-08-30,west
33208,1749.0,2018-08-31,north
33209,1695.0,2018-08-31,south
33210,1644.0,2018-08-31,east
33211,1602.0,2018-08-31,west
33236,1560.0,2018-09-01,north
33237,1500.0,2018-09-01,south
33238,1719.0,2018-09-01,east
33239,1557.0,2018-09-01,west
33264,1527.0,2018-09-02,north
33265,1653.0,2018-09-02,south
33266,1506.0,2018-09-02,east
33267,1575.0,2018-09-02,west
33292,1749.0,2018-09-03,north
33293,1770.0,2018-09-03,south
33294,1674.0,2018-09-03,east
33295,1650.0,2018-09-03,west
33320,1794.0,2018-09-04,north
33321,1509.0,2018-09-04,south
33322,1785.0,2018-09-04,east
33323,1539.0,2018-09-04,west
33348,1731.0,2018-09-05,north
33349,1617.0,2018-09-05,south
33350,1656.0,2018-09-05,east
33351,1599.0,2018-09-05,west
33376,1713.0,2018-09-06,north
33377,1506.0,2018-09-06,south
33378,1758.0,2018-09-06,east
33379,1650.0,2018-09-06,west
33404,1791.0,2018-09-07,north
33405,1623.0,2018-09-07,south
33406,1776.0,2018-09-07,east
33407,1653.0,2018-09-07,west
33432,1659.0,2018-09-08,north
33433,1755.0,2018-09-08,south
33434,1533.0,2018-09-08,east
33435,1557.0,2018-09-08,west
33460,1527.0,2018-09-09,north
33461,1614.0,2018-09-09,south
33462,1638.0,2018-09-09,east
33463,1704.0,2018-09-09,west
33488,1650.0,2018-09-10,north
33489,1656.0,2018-09-10,south
33490,1782.0,2018-09-10,east
33491,1527.0,2018-09-10,west
33516,1578.0,2018-09-11,north
33517,1767.0,2018-09-11,south
33518,1749.0,2018-09-11,east
33519,1524.0,2018-09-11,west
33544,1719.0,2018-09-12,north
33545,1695.0,2018-09-12,south
33546,1740.0,2018-09-12,east
33547,1533.0,2018-09-12,west
33572,1653.0,2018-09-13,north
33573,1560.0,2018-09-13,south
33574,1677.0,2018-09-13,east
33575,1539.0,2018-09-13,west
33600,1713.0,2018-09-14,north
33601,1554.0,2018-09-14,south
33602,1743.0,2018-09-14,east
33603,1701.0,2018-09-14,west
33628,1587.0,2018-09-15,north
33629,1512.0,2018-09-15,south
33630,1698.0,2018-09-15,east
33631,1746.0,2018-09-15,west
33656,1554.0,2018-09-16,north
33657,1554.0,2018-09-16,south
33658,1782.0,2018-09-16,east
33659,1782.0,2018-09-16,west
33684,1764.0,2018-09-17,north
33685,1620.0,2018-09-17,south
33686,1545.0,2018-09-17,east
33687,1722.0,2018-09-17,west
33712,1503.0,2018-09-18,north
33713,1530.0,2018-09-18,south
33714,1737.0,2018-09-18,east
33715,1692.0,2018-09-18,west
33740,1542.0,2018-09-19,north
33741,1758.0,2018-09-19,south
33742,1779.0,2018-09-19,east
33743,1593.0,2018-09-19,west
33768,1686.0,2018-09-20,north
33769,1749.0,2018-09-20,south
33770,1662.0,2018-09-20,east
33771,1569.0,2018-09-20,west
33796,1590.0,2018-09-21,north
33797,1665.0,2018-09-21,south
33798,1716.0,2018-09-21,east
33799,1704.0,2018-09-21,west
33824,1632.0,2018-09-22,north
33825,1581.0,2018-09-22,south
33826,1758.0,2018-09-22,east
33827,1641.0,2018-09-22,west
33852,1731.0,2018-09-23,north
33853,1677.0,2018-09-23,south
33854,1728.0,2018-09-23,east
33855,1755.0,2018-09-23,west
33880,1611.0,2018-09-24,north
33881,1593.0,2018-09-24,south
33882,1797.0,2018-09-24,east
33883,1560.0,2018-09-24,west
33908,1530.0,2018-09-25,north
33909,1770.0,2018-09-25,south
33910,1611.0,2018-09-25,east
33911,1701.0,2018-09-25,west
33936,1617.0,2018-09-26,north
33937,1515.0,2018-09-26,south
33938,1713.0,2018-09-26,east
33939,1500.0,2018-09-26,west
33964,1632.0,2018-09-27,north
33965,1713.0,2018-09-27,south
33966,1743.0,2018-09-27,east
33967,1587.0,2018-09-27,west
33992,1749.0,2018-09-28,north
33993,1533.0,2018-09-28,south
33994,1653.0,2018-09-28,east
33995,1512.0,2018-09-28,west
34020,1518.0,2018-09-29,north
34021,1623.0,2018-09-29,south
34022,1701.0,2018-09-29,east
34023,1596.0,2018-09-29,west
34048,1746.0,2018-09-30,north
34049,1536.0,2018-09-30,south
34050,1659.0,2018-09-30,east
34051,1524.0,2018-09-30,west
34076,1782.0,2018-10-01,north
34077,1632.0,2018-10-01,south
34078,1755.0,2018-10-01,east
34079,1650.0,2018-10-01,west
34104,1680.0,2018-10-02,north
34105,1701.0,2018-10-02,south
34106,1800.0,2018-10-02,east
34107,1740.0,2018-10-02,west
34132,1563.0,2018-10-03,north
34133,1788.0,2018-10-03,south
34134,1536.0,2018-10-03,east
34135,1764.0,2018-10-03,west
34160,1512.0,2018-10-04,north
34161,1560.0,2018-10-04,south
34162,1626.0,2018-10-04,east
34163,1797.0,2018-10-04,west
34188,1779.0,2018-10-05,north
34189,1683.0,2018-10-05,south
34190,1713.0,2018-10-05,east
34191,1794.0,2018-10-05,west
34216,1584.0,2018-10-06,north
34217,1647.0,2018-10-06,south
34218,1596.0,2018-10-06,east
34219,1515.0,2018-10-06,west
34244,1533.0,2018-10-07,north
34245,1608.0,2018-10-07,south
34246,1794.0,2018-10-07,east
34247,1578.0,2018-10-07,west
34272,1701.0,2018-10-08,north
34273,1617.0,2018-10-08,south
34274,1779.0,2018-10-08,east
34275,1785.0,2018-10-08,west
34300,1680.0,2018-10-09,north
34301,1590.0,2018-10-09,south
34302,1551.0,2018-10-09,east
34303,1587.0,2018-10-09,west
34328,1749.0,2018-10-10,north
34329,1701.0,2018-10-10,south
34330,1599.0,2018-10-10,east
34331,1506.0,2018-10-10,west
34356,1596.0,2018-10-11,north
34357,1800.0,2018-10-11,south
34358,1749.0,2018-10-11,east
34359,1674.0,2018-10-11,west
34384,1782.0,2018-10-12,north
34385,1647.0,2018-10-12,south
34386,1542.0,2018-10-12,east
34387,1656.0,2018-10-12,west
34412,1581.0,2018-10-13,north
34413,1713.0,2018-10-13,south
34414,1722.0,2018-10-13,east
34415,1686.0,2018-10-13,west
34440,1728.0,2018-10-14,north
34441,1755.0,2018-10-14,south
34442,1503.0,2018-10-14,east
34443,1602.0,2018-10-14,west
34468,1605.0,2018-10-15,north
34469,1719.0,2018-10-15,south
34470,1548.0,2018-10-15,east
34471,1626.0,2018-10-15,west
34496,1551.0,2018-10-16,north
34497,1662.0,2018-10-16,south
34498,1650.0,2018-10-16,east
34499,1788.0,2018-10-16,west
34524,1536.0,2018-10-17,north
34525,1551.0,2018-10-17,south
34526,1656.0,2018-10-17,east
34527,1644.0,2018-10-17,west
34552,1692.0,2018-10-18,north
34553,1518.0,2018-10-18,south
34554,1509.0,2018-10-18,east
34555,1674.0,2018-10-18,west
34580,1521.0,2018-10-19,north
34581,1632.0,2018-10-19,south
34582,1794.0,2018-10-19,east
34583,1689.0,2018-10-19,west
34608,1692.0,2018-10-20,north
34609,1662.0,2018-10-20,south
